S.No,Batch,Student_id(Matrix Id),Roll No,Student Name,Gender,Shift,Section,Program,Status,Student Mobile No.,Student Email,Father Name,Father Mobile No,Mother Name,Mother Mobile No,P Address,T Address,DOB ES,DOB BS,Blood Group,Previous GPA,Previous School,Optional Subject,Local Guardain Name,Local Guardain No
2032,2020,4198,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,225test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2033,2020,4199,,Sulav Shrestha,Female,Day,A,BICT,Running,,226test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2034,2020,4200,,Vijita Raut,Female,Day,A,BICT,Running,,227test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2035,2020,4201,,Yaju Maharjhan,Female,Day,A,BICT,Running,,228test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2036,2020,4202,,Aakash Pal,Female,Day,A,BICT,Running,,229test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2037,2020,4203,,Aayusha Karki,Female,Day,A,BICT,Running,,230test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2038,2020,4204,,Amogh Guragai,Female,Day,A,BICT,Running,,231test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2039,2020,4205,,Ashish Sherpa,Female,Day,A,BICT,Running,,232test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2040,2020,4206,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,233test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2041,2020,4207,,Barish Rai,Female,Day,A,BICT,Running,,234test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2042,2020,4208,,Denisha Basnet,Female,Day,A,BICT,Running,,235test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2043,2020,4209,,Gobind Mukhiya,Female,Day,A,BICT,Running,,236test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2044,2020,4210,,Jackson Shahi,Female,Day,A,BICT,Running,,237test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2045,2020,4211,,Jaya Gupta,Female,Day,A,BICT,Running,,238test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2046,2020,4212,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,239test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2047,2020,4213,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,240test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2048,2020,4214,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,241test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2049,2020,4215,,Krishna Nepal,Female,Day,A,BICT,Running,,242test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2050,2020,4216,,Kriti Chhetri,Female,Day,A,BICT,Running,,243test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2051,2020,4217,,Kritika Khandelwal,Female,Day,A,BICT,Running,,244test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2052,2020,4218,,Kritika Singh,Female,Day,A,BICT,Running,,245test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2053,2020,4219,,Manash Raj Sharma,Female,Day,A,BICT,Running,,246test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2054,2020,4220,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,247test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2055,2020,4221,,Manjari Lohani,Female,Day,A,BICT,Running,,248test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2056,2020,4222,,Miksee Rai,Female,Day,A,BICT,Running,,249test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2057,2020,4223,,Nigesh Pun,Female,Day,A,BICT,Running,,250test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2058,2020,4224,,Nishant Bhandari,Female,Day,A,BICT,Running,,251test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2059,2020,4225,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,252test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2060,2020,4226,,Piya Gurung,Female,Day,A,BICT,Running,,253test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2061,2020,4227,,Poshan Gurung,Female,Day,A,BICT,Running,,254test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2062,2020,4228,,Prasansha Subba,Female,Day,A,BICT,Running,,255test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2063,2020,4229,,Pritishma Shah,Female,Day,A,BICT,Running,,256test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2064,2020,4230,,Samishrika Pariyar,Female,Day,A,BICT,Running,,257test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2065,2020,4231,,Sarika Koirala,Female,Day,A,BICT,Running,,258test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2066,2020,4232,,Sarthak Thapa,Female,Day,A,BICT,Running,,259test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2067,2020,4233,,Shruti Chhetri,Female,Day,A,BICT,Running,,260test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2068,2020,4234,,Smriti K.C.,Female,Day,A,BICT,Running,,261test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2069,2020,4235,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,262test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2070,2020,4236,,Sulav Shrestha,Female,Day,A,BICT,Running,,263test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2071,2020,4237,,Vijita Raut,Female,Day,A,BICT,Running,,264test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2072,2020,4238,,Yaju Maharjhan,Female,Day,A,BICT,Running,,265test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2073,2020,4239,,Aakash Pal,Female,Day,A,BICT,Running,,266test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2074,2020,4240,,Aayusha Karki,Female,Day,A,BICT,Running,,267test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2075,2020,4241,,Amogh Guragai,Female,Day,A,BICT,Running,,268test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2076,2020,4242,,Ashish Sherpa,Female,Day,A,BICT,Running,,269test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2077,2020,4243,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,270test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2078,2020,4244,,Barish Rai,Female,Day,A,BICT,Running,,271test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2079,2020,4245,,Denisha Basnet,Female,Day,A,BICT,Running,,272test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2080,2020,4246,,Gobind Mukhiya,Female,Day,A,BICT,Running,,273test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2081,2020,4247,,Jackson Shahi,Female,Day,A,BICT,Running,,274test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2082,2020,4248,,Jaya Gupta,Female,Day,A,BICT,Running,,275test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2083,2020,4249,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,276test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2084,2020,4250,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,277test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2085,2020,4251,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,278test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2086,2020,4252,,Krishna Nepal,Female,Day,A,BICT,Running,,279test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2087,2020,4253,,Kriti Chhetri,Female,Day,A,BICT,Running,,280test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2088,2020,4254,,Kritika Khandelwal,Female,Day,A,BICT,Running,,281test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2089,2020,4255,,Kritika Singh,Female,Day,A,BICT,Running,,282test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2090,2020,4256,,Manash Raj Sharma,Female,Day,A,BICT,Running,,283test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2091,2020,4257,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,284test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2092,2020,4258,,Manjari Lohani,Female,Day,A,BICT,Running,,285test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2093,2020,4259,,Miksee Rai,Female,Day,A,BICT,Running,,286test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2094,2020,4260,,Nigesh Pun,Female,Day,A,BICT,Running,,287test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2095,2020,4261,,Nishant Bhandari,Female,Day,A,BICT,Running,,288test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2096,2020,4262,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,289test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2097,2020,4263,,Piya Gurung,Female,Day,A,BICT,Running,,290test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2098,2020,4264,,Poshan Gurung,Female,Day,A,BICT,Running,,291test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2099,2020,4265,,Prasansha Subba,Female,Day,A,BICT,Running,,292test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2100,2020,4266,,Pritishma Shah,Female,Day,A,BICT,Running,,293test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2101,2020,4267,,Samishrika Pariyar,Female,Day,A,BICT,Running,,294test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2102,2020,4268,,Sarika Koirala,Female,Day,A,BICT,Running,,295test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2103,2020,4269,,Sarthak Thapa,Female,Day,A,BICT,Running,,296test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2104,2020,4270,,Shruti Chhetri,Female,Day,A,BICT,Running,,297test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2105,2020,4271,,Smriti K.C.,Female,Day,A,BICT,Running,,298test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2106,2020,4272,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,299test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2107,2020,4273,,Sulav Shrestha,Female,Day,A,BICT,Running,,300test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2108,2020,4274,,Vijita Raut,Female,Day,A,BICT,Running,,301test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2109,2020,4275,,Yaju Maharjhan,Female,Day,A,BICT,Running,,302test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2110,2020,4276,,Aakash Pal,Female,Day,A,BICT,Running,,303test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2111,2020,4277,,Aayusha Karki,Female,Day,A,BICT,Running,,304test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2112,2020,4278,,Amogh Guragai,Female,Day,A,BICT,Running,,305test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2113,2020,4279,,Ashish Sherpa,Female,Day,A,BICT,Running,,306test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2114,2020,4280,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,307test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2115,2020,4281,,Barish Rai,Female,Day,A,BICT,Running,,308test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2116,2020,4282,,Denisha Basnet,Female,Day,A,BICT,Running,,309test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2117,2020,4283,,Gobind Mukhiya,Female,Day,A,BICT,Running,,310test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2118,2020,4284,,Jackson Shahi,Female,Day,A,BICT,Running,,311test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2119,2020,4285,,Jaya Gupta,Female,Day,A,BICT,Running,,312test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2120,2020,4286,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,313test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2121,2020,4287,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,314test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2122,2020,4288,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,315test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2123,2020,4289,,Krishna Nepal,Female,Day,A,BICT,Running,,316test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2124,2020,4290,,Kriti Chhetri,Female,Day,A,BICT,Running,,317test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2125,2020,4291,,Kritika Khandelwal,Female,Day,A,BICT,Running,,318test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2126,2020,4292,,Kritika Singh,Female,Day,A,BICT,Running,,319test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2127,2020,4293,,Manash Raj Sharma,Female,Day,A,BICT,Running,,320test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2128,2020,4294,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,321test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2129,2020,4295,,Manjari Lohani,Female,Day,A,BICT,Running,,322test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2130,2020,4296,,Miksee Rai,Female,Day,A,BICT,Running,,323test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2131,2020,4297,,Nigesh Pun,Female,Day,A,BICT,Running,,324test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2132,2020,4298,,Nishant Bhandari,Female,Day,A,BICT,Running,,325test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2133,2020,4299,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,326test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2134,2020,4300,,Piya Gurung,Female,Day,A,BICT,Running,,327test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2135,2020,4301,,Poshan Gurung,Female,Day,A,BICT,Running,,328test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2136,2020,4302,,Prasansha Subba,Female,Day,A,BICT,Running,,329test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2137,2020,4303,,Pritishma Shah,Female,Day,A,BICT,Running,,330test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2138,2020,4304,,Samishrika Pariyar,Female,Day,A,BICT,Running,,331test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2139,2020,4305,,Sarika Koirala,Female,Day,A,BICT,Running,,332test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2140,2020,4306,,Sarthak Thapa,Female,Day,A,BICT,Running,,333test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2141,2020,4307,,Shruti Chhetri,Female,Day,A,BICT,Running,,334test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2142,2020,4308,,Smriti K.C.,Female,Day,A,BICT,Running,,335test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2143,2020,4309,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,336test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2144,2020,4310,,Sulav Shrestha,Female,Day,A,BICT,Running,,337test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2145,2020,4311,,Vijita Raut,Female,Day,A,BICT,Running,,338test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2146,2020,4312,,Yaju Maharjhan,Female,Day,A,BICT,Running,,339test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2147,2020,4313,,Aakash Pal,Female,Day,A,BICT,Running,,340test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2148,2020,4314,,Aayusha Karki,Female,Day,A,BICT,Running,,341test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2149,2020,4315,,Amogh Guragai,Female,Day,A,BICT,Running,,342test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2150,2020,4316,,Ashish Sherpa,Female,Day,A,BICT,Running,,343test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2151,2020,4317,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,344test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2152,2020,4318,,Barish Rai,Female,Day,A,BICT,Running,,345test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2153,2020,4319,,Denisha Basnet,Female,Day,A,BICT,Running,,346test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2154,2020,4320,,Gobind Mukhiya,Female,Day,A,BICT,Running,,347test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2155,2020,4321,,Jackson Shahi,Female,Day,A,BICT,Running,,348test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2156,2020,4322,,Jaya Gupta,Female,Day,A,BICT,Running,,349test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2157,2020,4323,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,350test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2158,2020,4324,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,351test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2159,2020,4325,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,352test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2160,2020,4326,,Krishna Nepal,Female,Day,A,BICT,Running,,353test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2161,2020,4327,,Kriti Chhetri,Female,Day,A,BICT,Running,,354test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2162,2020,4328,,Kritika Khandelwal,Female,Day,A,BICT,Running,,355test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2163,2020,4329,,Kritika Singh,Female,Day,A,BICT,Running,,356test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2164,2020,4330,,Manash Raj Sharma,Female,Day,A,BICT,Running,,357test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2165,2020,4331,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,358test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2166,2020,4332,,Manjari Lohani,Female,Day,A,BICT,Running,,359test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2167,2020,4333,,Miksee Rai,Female,Day,A,BICT,Running,,360test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2168,2020,4334,,Nigesh Pun,Female,Day,A,BICT,Running,,361test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2169,2020,4335,,Nishant Bhandari,Female,Day,A,BICT,Running,,362test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2170,2020,4336,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,363test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2171,2020,4337,,Piya Gurung,Female,Day,A,BICT,Running,,364test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2172,2020,4338,,Poshan Gurung,Female,Day,A,BICT,Running,,365test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2173,2020,4339,,Prasansha Subba,Female,Day,A,BICT,Running,,366test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2174,2020,4340,,Pritishma Shah,Female,Day,A,BICT,Running,,367test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2175,2020,4341,,Samishrika Pariyar,Female,Day,A,BICT,Running,,368test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2176,2020,4342,,Sarika Koirala,Female,Day,A,BICT,Running,,369test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2177,2020,4343,,Sarthak Thapa,Female,Day,A,BICT,Running,,370test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2178,2020,4344,,Shruti Chhetri,Female,Day,A,BICT,Running,,371test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2179,2020,4345,,Smriti K.C.,Female,Day,A,BICT,Running,,372test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2180,2020,4346,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,373test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2181,2020,4347,,Sulav Shrestha,Female,Day,A,BICT,Running,,374test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2182,2020,4348,,Vijita Raut,Female,Day,A,BICT,Running,,375test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2183,2020,4349,,Yaju Maharjhan,Female,Day,A,BICT,Running,,376test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2184,2020,4350,,Aakash Pal,Female,Day,A,BICT,Running,,377test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2185,2020,4351,,Aayusha Karki,Female,Day,A,BICT,Running,,378test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2186,2020,4352,,Amogh Guragai,Female,Day,A,BICT,Running,,379test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2187,2020,4353,,Ashish Sherpa,Female,Day,A,BICT,Running,,380test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2188,2020,4354,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,381test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2189,2020,4355,,Barish Rai,Female,Day,A,BICT,Running,,382test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2190,2020,4356,,Denisha Basnet,Female,Day,A,BICT,Running,,383test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2191,2020,4357,,Gobind Mukhiya,Female,Day,A,BICT,Running,,384test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2192,2020,4358,,Jackson Shahi,Female,Day,A,BICT,Running,,385test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2193,2020,4359,,Jaya Gupta,Female,Day,A,BICT,Running,,386test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2194,2020,4360,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,387test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2195,2020,4361,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,388test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2196,2020,4362,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,389test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2197,2020,4363,,Krishna Nepal,Female,Day,A,BICT,Running,,390test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2198,2020,4364,,Kriti Chhetri,Female,Day,A,BICT,Running,,391test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2199,2020,4365,,Kritika Khandelwal,Female,Day,A,BICT,Running,,392test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2200,2020,4366,,Kritika Singh,Female,Day,A,BICT,Running,,393test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2201,2020,4367,,Manash Raj Sharma,Female,Day,A,BICT,Running,,394test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2202,2020,4368,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,395test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2203,2020,4369,,Manjari Lohani,Female,Day,A,BICT,Running,,396test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2204,2020,4370,,Miksee Rai,Female,Day,A,BICT,Running,,397test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2205,2020,4371,,Nigesh Pun,Female,Day,A,BICT,Running,,398test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2206,2020,4372,,Nishant Bhandari,Female,Day,A,BICT,Running,,399test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2207,2020,4373,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,400test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2208,2020,4374,,Piya Gurung,Female,Day,A,BICT,Running,,401test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2209,2020,4375,,Poshan Gurung,Female,Day,A,BICT,Running,,402test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2210,2020,4376,,Prasansha Subba,Female,Day,A,BICT,Running,,403test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2211,2020,4377,,Pritishma Shah,Female,Day,A,BICT,Running,,404test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2212,2020,4378,,Samishrika Pariyar,Female,Day,A,BICT,Running,,405test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2213,2020,4379,,Sarika Koirala,Female,Day,A,BICT,Running,,406test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2214,2020,4380,,Sarthak Thapa,Female,Day,A,BICT,Running,,407test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2215,2020,4381,,Shruti Chhetri,Female,Day,A,BICT,Running,,408test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2216,2020,4382,,Smriti K.C.,Female,Day,A,BICT,Running,,409test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2217,2020,4383,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,410test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2218,2020,4384,,Sulav Shrestha,Female,Day,A,BICT,Running,,411test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2219,2020,4385,,Vijita Raut,Female,Day,A,BICT,Running,,412test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2220,2020,4386,,Yaju Maharjhan,Female,Day,A,BICT,Running,,413test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2221,2020,4387,,Aakash Pal,Female,Day,A,BICT,Running,,414test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2222,2020,4388,,Aayusha Karki,Female,Day,A,BICT,Running,,415test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2223,2020,4389,,Amogh Guragai,Female,Day,A,BICT,Running,,416test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2224,2020,4390,,Ashish Sherpa,Female,Day,A,BICT,Running,,417test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2225,2020,4391,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,418test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
